time;open;high;low;close;volatilityIndex;LogB;LogS
92;1838.80;1882.61;1780.33;1827.96;16.96;15;13
93;1827.96;1970.60;1800.00;1842.91;17.13;23;7
94;1842.91;1974.28;1670.64;1813.92;17.13;6;7
95;1813.92;1972.99;1780.76;1864.57;16.96;7;8
96;1864.57;2042.45;1841.51;1924.66;17.13;18;11
97;1924.66;1977.65;1809.83;1809.83;17.47;5;10
98;1809.83;1891.10;1696.90;1775.83;17.47;4;12
99;1775.83;1871.58;1689.25;1758.62;18.00;8;6
100;1758.62;1993.39;1758.62;1782.51;17.82;21;6
101;1782.51;1873.38;1566.52;1770.19;18.53;2;16
102;1770.19;1995.14;1715.63;1737.24;18.71;19;3
103;1737.24;1947.92;1600.30;1808.45;18.90;27;5
104;1808.45;1826.14;1699.92;1823.03;18.15;8;17
105;1823.03;1932.07;1758.73;1816.01;18.51;15;11
106;1816.01;1900.48;1755.19;1824.76;18.14;14;14
107;1824.76;1994.85;1746.53;1833.80;18.86;15;10
108;1833.80;1911.44;1661.45;1839.24;18.86;16;13
109;1839.24;1983.20;1839.24;1877.04;18.30;34;5
110;1877.04;1978.88;1693.57;1774.31;18.48;8;14
111;1774.31;1807.64;1680.74;1792.40;18.48;14;20
112;1792.40;1862.43;1648.20;1827.91;19.04;14;10
113;1827.91;1955.55;1685.13;1804.39;18.65;15;5
114;1804.39;1995.67;1697.59;1767.89;19.40;9;10
115;1767.89;1943.39;1709.88;1766.06;20.18;15;7
116;1766.06;1945.93;1682.96;1780.80;20.18;11;14
117;1780.80;1885.68;1710.77;1759.19;20.78;13;8
118;1759.19;1871.54;1662.47;1784.46;20.16;21;1
119;1784.46;1838.22;1678.15;1795.56;20.36;9;14
120;1795.56;1948.67;1532.81;1807.59;20.36;18;7
121;1807.59;1918.35;1715.23;1797.27;20.16;14;8
122;1797.27;1877.96;1642.77;1776.39;20.36;7;15
123;1776.39;1814.52;1602.42;1712.41;20.56;8;18
124;1712.41;1774.10;1618.56;1769.31;20.56;5;18
125;1769.31;2013.00;1692.06;1756.72;20.56;14;11
126;1756.72;1920.91;1587.80;1747.18;19.74;10;11
127;1747.18;1817.40;1715.25;1715.25;19.34;16;15
128;1715.25;1790.11;1540.21;1767.69;18.57;12;3
129;1767.69;1867.57;1726.83;1736.94;18.57;9;14
130;1736.94;1770.99;1611.91;1678.60;18.94;14;19
131;1678.60;1787.81;1591.44;1654.20;18.18;12;7
132;1654.20;1753.27;1587.13;1656.93;18.18;19;9
133;1656.93;1776.54;1590.00;1590.00;18.00;13;6
134;1590.00;1659.52;1483.01;1659.52;18.00;4;11
135;1659.52;1797.50;1598.99;1702.69;17.46;16;16
136;1702.69;1817.53;1586.69;1788.34;16.76;20;5
137;1788.34;2019.10;1710.62;1902.57;16.43;20;8
138;1902.57;1966.68;1742.38;1910.35;16.92;10;13
139;1910.35;1988.26;1813.49;1975.94;17.43;15;9
140;1975.94;2139.16;1873.44;1951.69;18.13;13;7
141;1951.69;2143.54;1912.72;1918.65;18.67;11;11
142;1918.65;2040.68;1908.12;1908.12;17.92;24;14
143;1908.12;1942.91;1653.77;1880.19;18.46;4;21
144;1880.19;1976.57;1762.56;1780.39;17.72;10;14
145;1780.39;1965.79;1641.82;1777.53;18.43;14;3
146;1777.53;1886.96;1680.92;1802.88;17.69;8;13
147;1802.88;1919.30;1732.17;1919.30;17.87;12;4
148;1919.30;1984.50;1866.34;1984.50;17.87;21;14
149;1984.50;2054.10;1908.71;1965.29;18.59;13;10
150;1965.29;2064.19;1856.39;2062.44;17.84;17;5
151;2062.44;2155.41;1952.27;1990.87;17.66;6;15
152;1990.87;2079.81;1879.17;2003.54;17.31;12;12
153;2003.54;2088.59;1949.15;2019.38;18.00;7;14
154;2019.38;2110.73;1916.55;2017.77;18.18;9;10
155;2017.77;2065.94;1967.02;2008.74;18.00;12;15
156;2008.74;2069.53;1860.55;1972.75;17.82;4;8
157;1972.75;2086.03;1782.35;2009.46;17.82;4;20
158;2009.46;2133.67;2006.68;2105.56;17.47;28;7
159;2105.56;2184.41;2026.13;2092.37;17.12;14;17
160;2092.37;2239.26;1987.11;2141.53;17.80;24;6
161;2141.53;2185.42;1941.77;2076.67;17.98;7;21
162;2076.67;2174.91;1897.73;2133.24;17.98;10;11
163;2133.24;2228.31;2021.66;2154.25;18.16;15;8
164;2154.25;2237.60;2113.34;2113.34;17.80;15;13
165;2113.34;2151.22;2032.01;2123.22;17.44;16;15
166;2123.22;2204.67;1846.50;2159.98;17.44;12;11
167;2159.98;2279.41;2022.55;2278.91;17.44;16;4
168;2278.91;2394.10;2182.55;2355.90;18.14;14;5
169;2355.90;2438.29;2279.72;2311.10;18.14;12;11
170;2311.10;2446.48;2209.18;2339.75;18.68;14;5
171;2339.75;2377.18;2260.56;2273.38;18.68;8;16
172;2273.38;2475.60;2072.65;2269.26;19.43;12;4
173;2269.26;2368.86;2164.10;2261.64;19.04;6;7
174;2261.64;2549.94;2210.54;2293.55;18.66;19;10
175;2293.55;2364.23;2233.08;2343.83;19.03;16;11
176;2343.83;2525.70;2301.54;2337.43;18.65;13;4
177;2337.43;2439.89;2179.92;2291.52;18.84;5;15
178;2291.52;2478.56;2137.22;2387.63;18.84;10;3
179;2387.63;2565.77;2283.32;2451.89;18.84;20;5
180;2451.89;2596.80;2395.31;2500.00;18.65;12;7
181;2500.00;2561.46;2395.63;2546.29;19.02;17;16
182;2546.29;2626.67;2407.46;2480.36;18.64;7;6
183;2480.36;2657.62;2379.35;2510.14;17.90;9;15
184;2510.14;2650.53;2376.88;2567.06;17.18;13;3
185;2567.06;2661.82;2454.20;2601.36;16.67;10;9
186;2601.36;2659.72;2436.64;2436.64;16.17;2;19
187;2436.64;2627.55;2249.09;2459.98;16.65;17;15
188;2459.98;2626.32;2459.98;2551.76;16.32;16;10
189;2551.76;2718.47;2451.29;2541.14;16.81;5;10
190;2541.14;2662.20;2425.79;2460.13;16.47;8;11
191;2460.13;2539.73;2153.76;2503.79;16.14;15;13
192;2503.79;2723.25;2324.03;2417.57;16.14;11;21
193;2417.57;2483.90;2314.31;2453.42;16.46;14;15
194;2453.42;2508.34;2267.68;2482.02;16.13;15;18
195;2482.02;2549.16;2360.18;2427.22;15.81;6;6
196;2427.22;2527.12;2302.62;2400.50;15.65;6;12
197;2400.50;2487.49;2289.42;2424.33;15.81;12;10
198;2424.33;2538.37;2297.18;2491.92;15.34;9;8
199;2491.92;2594.31;2425.96;2594.31;15.49;13;10
200;2594.31;2671.17;2513.47;2632.10;15.49;11;8
201;2632.10;2726.97;2527.20;2527.20;15.18;6;13
202;2527.20;2664.68;2513.80;2578.80;14.72;24;6
203;2578.80;2735.47;2551.37;2678.60;15.17;17;7
204;2678.60;2805.17;2657.49;2657.49;15.17;17;12
205;2657.49;2861.33;2520.18;2709.79;14.71;6;12
206;2709.79;2974.22;2683.47;2692.96;14.42;14;10
207;2692.96;2819.21;2662.42;2710.40;14.99;14;15
208;2710.40;2713.31;2497.64;2688.90;14.39;5;19
209;2688.90;2935.15;2640.98;2723.46;14.39;14;8
210;2723.46;2779.03;2653.68;2779.03;14.54;14;12
211;2779.03;2828.54;2548.14;2806.11;14.54;10;13
212;2806.11;2892.81;2707.23;2892.81;14.39;14;4
213;2892.81;2935.93;2718.37;2925.64;14.39;22;8
214;2925.64;2999.40;2856.40;2892.66;14.10;14;11
215;2892.66;3117.37;2864.73;2892.39;13.54;15;7
216;2892.39;3011.80;2840.01;2973.31;13.13;16;3
217;2973.31;3073.56;2801.80;2989.99;12.74;18;5
218;2989.99;3096.60;2878.79;3047.21;13.25;18;4
219;3047.21;3226.47;2997.78;3062.81;12.98;22;15
220;3062.81;3209.18;2993.64;3135.33;12.85;30;4
221;3135.33;3254.66;3072.17;3219.41;12.73;20;11
222;3219.41;3312.59;3146.51;3306.17;12.47;15;10
223;3306.17;3379.97;3091.99;3327.45;12.85;15;9
224;3327.45;3598.52;3287.83;3324.42;12.97;16;7
225;3324.42;3411.19;3242.10;3333.46;12.97;16;17
226;3333.46;3406.99;3290.51;3318.60;12.71;16;9
227;3318.60;3446.97;3279.35;3350.66;12.97;22;9
228;3350.66;3532.98;3226.97;3349.56;13.36;9;11
229;3349.56;3364.42;3203.91;3242.43;13.76;4;17
230;3242.43;3293.65;3115.82;3232.41;14.31;7;15
231;3232.41;3317.41;3137.64;3254.37;14.45;11;12
232;3254.37;3306.16;3026.32;3176.25;15.03;8;19
233;3176.25;3261.94;3066.95;3202.27;15.03;9;9
234;3202.27;3373.79;3130.32;3167.20;15.18;9;12
235;3167.20;3272.20;3095.12;3180.98;14.73;14;8
236;3180.98;3300.31;3174.46;3228.98;14.43;29;5
237;3228.98;3384.14;3128.10;3197.94;14.29;7;18
238;3197.94;3255.20;3052.93;3195.42;14.29;9;16
239;3195.42;3328.83;3149.82;3149.82;14.00;7;7
240;3149.82;3336.33;2895.01;3199.29;14.00;23;1
241;3199.29;3315.43;3015.89;3148.99;14.28;17;12
242;3148.99;3245.18;2970.83;3134.85;13.85;3;21
243;3134.85;3242.67;3022.52;3073.65;14.41;7;15
244;3073.65;3192.96;2993.96;3064.18;13.97;17;6
245;3064.18;3225.31;2944.50;3055.52;13.97;9;15
246;3055.52;3133.86;2868.40;2934.02;59.00;3;9
247;2934.02;3012.15;2813.07;2870.67;59.59;7;24
248;2870.67;2948.55;2758.46;2915.12;60.19;7;12
249;2915.12;3054.01;2817.56;2896.93;60.19;6;10
250;2896.93;2992.72;2796.41;2878.07;59.58;5;11
251;2878.07;3163.91;2753.80;2782.46;59.58;5;11
252;2782.46;2878.60;2666.37;2871.55;60.18;17;8
253;2871.55;2989.71;2810.30;2810.30;60.18;8;9
254;2810.30;2912.84;2644.94;2791.62;60.78;12;24
255;2791.62;2846.01;2615.36;2776.16;61.39;5;24
256;2776.16;2821.44;2543.34;2790.35;61.39;17;10
257;2790.35;2855.95;2628.61;2790.04;60.78;7;7
258;2790.04;2886.88;2559.28;2837.54;60.78;7;17
259;2837.54;2900.45;2750.22;2805.22;60.78;9;14
260;2805.22;2911.38;2707.11;2829.98;60.17;25;7
261;2829.98;2930.80;2687.21;2726.36;60.17;3;13
262;2726.36;2868.15;2535.47;2691.24;60.17;7;17
263;2691.24;2818.62;2601.71;2688.15;60.17;6;21
264;2688.15;2741.34;2640.53;2681.94;59.57;9;18
265;2681.94;2783.86;2612.38;2622.65;60.16;8;18
266;2622.65;2674.39;2457.94;2638.16;60.76;6;16
267;2638.16;2700.23;2470.61;2611.03;60.76;1;11
268;2611.03;2682.95;2561.14;2635.59;61.37;16;12
269;2635.59;2699.39;2568.25;2610.28;61.98;6;10
270;2610.28;2741.00;2438.99;2602.38;62.60;9;11
271;2602.38;2661.46;2419.87;2648.23;63.23;6;17
272;2648.23;2685.30;2528.72;2680.22;63.86;16;18
273;2680.22;2759.49;2523.12;2724.38;63.22;17;10
274;2724.38;2836.67;2508.59;2744.72;63.22;13;13
275;2744.72;2838.38;2678.88;2678.88;63.22;6;18
276;2678.88;2819.26;2563.89;2604.03;18.18;6;13
277;2604.03;2688.83;2459.22;2577.68;18.00;9;14
278;2577.68;2600.55;2456.06;2541.82;17.82;4;6
279;2541.82;2659.79;2432.28;2523.24;17.82;9;9
280;2523.24;2696.16;2412.34;2534.97;17.82;18;11
281;2534.97;2603.44;2380.83;2419.65;18.35;6;14
282;2419.65;2505.26;2274.13;2452.20;17.62;19;10
283;2452.20;2576.71;2390.84;2420.70;16.91;6;15
284;2420.70;2507.65;2345.54;2387.31;16.91;6;15
285;2387.31;2570.99;2293.91;2373.38;17.59;8;9
286;2373.38;2456.68;2287.62;2312.04;17.59;7;17
287;2312.04;2373.78;2192.46;2368.68;17.59;5;8
288;2368.68;2540.23;2094.13;2381.60;17.59;9;2
289;2381.60;2427.74;2358.72;2394.34;17.59;22;13
290;2394.34;2487.92;2268.03;2331.31;17.59;11;10
291;2331.31;2413.77;2173.52;2413.77;17.06;14;5
292;2413.77;2482.23;2282.44;2431.18;17.06;16;17
293;2431.18;2608.70;2368.65;2512.56;17.06;16;4
294;2512.56;2664.58;2391.81;2537.49;16.89;4;12
295;2537.49;2551.30;2313.97;2469.23;16.39;4;13
296;2469.23;2671.27;2348.83;2529.55;16.39;23;5
297;2529.55;2616.68;2408.29;2532.63;16.39;7;10
298;2532.63;2558.21;2377.68;2511.62;16.39;9;23
299;2511.62;2634.00;2485.21;2605.84;16.06;20;7
300;2605.84;2762.44;2541.56;2625.34;16.70;14;14
301;2625.34;2662.05;2365.74;2656.54;16.03;5;13
302;2656.54;2694.24;2574.87;2681.95;16.35;7;17
303;2681.95;2866.05;2595.29;2622.00;16.35;10;4
304;2622.00;2704.22;2426.75;2646.06;16.35;21;7
305;2646.06;2682.05;2526.99;2682.05;15.86;18;17
306;2682.05;2831.12;2598.55;2723.10;15.86;11;7
307;2723.10;3000.28;2702.22;2716.95;15.54;13;10
308;2716.95;2854.35;2648.44;2763.45;15.54;16;8
309;2763.45;2889.53;2641.48;2806.69;16.01;15;6
310;2806.69;2931.87;2734.61;2765.61;16.49;12;14
311;2765.61;2934.72;2674.10;2743.15;16.49;14;10
312;2743.15;2844.42;2578.17;2762.43;16.00;4;11
313;2762.43;2972.77;2694.58;2747.61;16.48;15;8
314;2747.61;2818.06;2682.81;2719.64;16.64;9;5
315;2719.64;2899.64;2673.06;2780.74;17.14;23;3
316;2780.74;2832.46;2628.64;2798.64;17.14;8;18
317;2798.64;2877.11;2740.54;2807.74;17.14;17;13
318;2807.74;2934.44;2755.94;2773.08;17.31;12;6
319;2773.08;2980.73;2684.99;2686.32;16.97;4;16
320;2686.32;2746.94;2566.08;2621.86;16.29;13;8
321;2621.86;2820.19;2424.71;2699.86;16.78;12;9
322;2699.86;2799.43;2670.85;2686.41;16.78;18;10
323;2686.41;2905.72;2558.44;2656.19;16.78;10;12
324;2656.19;2867.28;2515.30;2609.82;16.10;11;2
325;2609.82;2758.15;2574.26;2599.16;15.46;15;3
326;2599.16;2636.57;2459.02;2617.21;15.31;12;15
327;2617.21;2740.44;2550.33;2712.25;15.00;19;9
328;2712.25;2857.24;2526.22;2731.11;15.15;20;2
329;2731.11;2830.61;2700.87;2735.04;15.60;16;12
330;2735.04;2842.93;2633.54;2718.48;15.45;10;12
331;2718.48;2777.47;2657.15;2777.47;15.60;11;14
332;2777.47;2867.67;2676.08;2833.03;15.60;10;6
333;2833.03;2945.34;2723.64;2859.28;14.98;11;17
334;2859.28;2867.84;2758.13;2848.86;14.53;9;20
335;2848.86;3019.15;2792.48;2813.41;14.24;12;9
336;2813.41;2926.37;2688.38;2800.27;13.95;13;10
337;2800.27;2916.89;2697.57;2804.69;13.40;11;7
338;2804.69;2923.98;2744.66;2838.60;12.99;7;13
339;2838.60;2915.46;2702.41;2763.06;12.86;8;19
340;2763.06;2953.47;2714.09;2770.24;12.74;15;12
341;2770.24;2883.55;2646.32;2818.70;12.86;11;17
342;2818.70;2959.50;2779.08;2809.59;12.35;18;4
343;2809.59;2886.83;2701.61;2886.83;12.10;10;9
344;2886.83;3085.69;2832.83;2850.87;12.10;14;14
345;2850.87;2977.51;2752.54;2863.98;12.10;15;9
346;2863.98;3036.92;2749.20;2869.85;11.98;22;6
347;2869.85;2958.31;2693.56;2705.77;12.10;4;13
348;2705.77;2786.54;2649.94;2730.70;12.34;15;15
349;2730.70;2837.45;2449.23;2789.78;11.85;12;12
350;2789.78;2934.38;2767.14;2807.38;11.97;21;6
351;2807.38;2909.59;2706.76;2753.97;11.61;11;6
352;2753.97;2847.43;2745.81;2764.36;11.84;17;8
353;2764.36;2809.85;2662.59;2706.34;11.96;13;15
354;2706.34;3018.77;2591.60;2757.08;11.48;16;3
355;2757.08;2805.07;2605.75;2725.46;11.48;4;18
356;2725.46;2743.40;2614.95;2699.99;11.37;18;22
357;2699.99;2814.86;2636.73;2705.14;11.37;10;11
358;2705.14;2718.44;2515.36;2615.98;10.91;3;23
359;2615.98;2925.64;2535.14;2535.14;11.02;7;7
360;2535.14;2618.15;2427.48;2603.20;10.69;10;8
361;2603.20;2725.13;2574.47;2636.85;10.90;21;15
362;2636.85;2771.20;2470.75;2631.17;10.79;13;14
363;2631.17;2830.81;2525.78;2614.50;10.47;12;4
364;2614.50;2735.92;2493.35;2628.15;10.26;11;3
365;2628.15;2682.73;2559.82;2665.80;10.26;18;10
366;2665.80;2744.71;2542.67;2731.87;10.57;14;10
367;2731.87;2953.41;2664.81;2685.45;10.78;7;8
368;2685.45;2919.94;2552.60;2694.08;10.78;17;6
369;2694.08;2783.39;2596.44;2708.36;10.46;13;10
370;2708.36;2714.92;2497.00;2497.00;10.77;0;26
371;2497.00;2645.76;2448.98;2523.10;10.34;14;9
372;2523.10;2571.57;2405.57;2505.07;10.34;4;23
373;2505.07;2633.17;2430.59;2460.01;10.34;17;6
374;2460.01;2530.80;2351.33;2466.52;10.65;10;9
375;2466.52;2580.86;2406.19;2559.83;10.76;10;5
376;2559.83;2661.47;2500.48;2599.81;10.65;11;12
377;2599.81;2775.44;2507.26;2649.76;10.97;12;9
378;2649.76;2788.65;2558.34;2751.04;10.75;13;3
379;2751.04;2758.22;2539.17;2758.22;10.96;2;21
380;2758.22;2878.88;2693.27;2717.38;10.74;15;4
381;2717.38;2850.29;2673.00;2673.00;10.31;14;11
382;2673.00;2790.98;2595.60;2684.93;9.90;14;15
383;2684.93;2836.59;2561.22;2681.90;10.20;10;8
384;2681.90;2773.34;2499.89;2756.81;10.10;13;8
385;2756.81;2906.29;2664.14;2731.41;10.20;18;5
386;2731.41;2921.90;2677.73;2778.62;10.61;16;6
387;2778.62;2953.07;2588.75;2803.64;10.82;10;6
388;2803.64;2944.76;2510.32;2747.18;10.60;13;12
389;2747.18;2787.92;2686.25;2769.45;10.50;8;18
390;2769.45;2913.68;2546.55;2707.74;10.50;7;18
391;2707.74;2871.41;2667.24;2717.48;10.92;15;7
392;2717.48;2886.40;2672.53;2848.69;10.48;18;0
393;2848.69;2948.59;2775.69;2930.51;10.27;13;11
394;2930.51;3111.05;2846.20;2951.67;10.68;23;3
395;2951.67;3020.57;2882.99;2931.65;10.57;13;19
396;2931.65;2995.79;2805.52;2870.64;10.26;8;25
397;2870.64;2901.88;2726.07;2894.20;10.26;11;14
398;2894.20;3017.96;2833.32;2963.75;10.26;14;7
399;2963.75;3178.72;2923.16;2980.52;10.46;15;11
400;2980.52;3086.24;2819.60;2948.15;10.25;1;23
401;2948.15;3010.92;2848.34;2913.06;10.25;4;22
402;2913.06;3016.82;2821.15;2957.87;10.05;8;8
403;2957.87;3043.89;2871.94;2940.72;9.85;12;8
404;2940.72;3112.76;2873.76;3001.17;9.85;7;13
405;3001.17;3046.32;2831.24;3018.12;9.45;14;13
406;3018.12;3077.38;2884.00;3034.35;9.36;10;14
407;3034.35;3128.14;2886.13;3040.71;9.64;7;17
408;3040.71;3064.18;2966.92;3064.18;58.00;10;15
409;3064.18;3242.04;2936.05;3032.87;58.00;14;7
410;3032.87;3168.02;2911.66;2945.13;57.42;4;14
411;2945.13;3119.93;2835.01;2910.10;57.42;15;20
412;2910.10;2960.25;2833.95;2892.64;57.99;9;14
413;2892.64;2959.73;2790.55;2829.95;57.41;10;13
414;2829.95;2886.81;2698.87;2757.16;57.41;6;17
415;2757.16;2856.25;2585.52;2658.05;57.99;2;10
416;2658.05;2827.15;2477.29;2631.80;57.99;8;27
417;2631.80;2725.03;2562.54;2583.62;57.41;12;27
418;2583.62;2699.32;2509.80;2530.55;56.83;11;16
419;2530.55;2676.03;2461.03;2497.07;56.27;14;7
420;2497.07;2545.43;2266.76;2448.86;56.27;2;26
421;2448.86;2591.40;2390.87;2487.84;56.83;10;11
422;2487.84;2546.25;2264.23;2546.25;56.83;9;9
423;2546.25;2659.42;2380.94;2535.09;57.40;4;15
424;2535.09;2568.38;2362.08;2519.17;56.82;11;22
425;2519.17;2577.96;2427.46;2503.92;57.39;9;20
426;2503.92;2619.83;2366.81;2473.04;57.39;9;25
427;2473.04;2655.91;2394.81;2524.11;57.39;7;10
428;2524.11;2606.92;2466.25;2513.59;57.39;13;16
429;2513.59;2656.75;2427.30;2505.11;56.82;4;4
430;2505.11;2595.72;2409.39;2470.33;57.39;10;23
431;2470.33;2562.70;2322.92;2517.15;57.39;6;14
432;2517.15;2634.73;2394.03;2519.87;56.81;11;23
433;2519.87;2633.63;2400.14;2512.89;56.24;10;17
434;2512.89;2553.75;2371.48;2452.09;55.68;5;19
435;2452.09;2562.47;2422.21;2435.03;55.68;19;10
436;2435.03;2547.61;2370.82;2468.12;55.12;9;7
437;2468.12;2572.81;2377.97;2470.61;54.57;6;20
438;2470.61;2576.53;2414.58;2482.46;16.83;13;15
439;2482.46;2561.71;2442.65;2521.76;17.00;17;11
440;2521.76;2719.92;2521.76;2545.33;17.68;24;9
441;2545.33;2781.21;2467.89;2562.64;18.21;10;1
442;2562.64;2722.74;2536.42;2551.89;18.21;20;6
443;2551.89;2598.43;2447.87;2554.00;18.94;12;15
444;2554.00;2584.05;2407.49;2571.67;18.75;6;13
445;2571.67;2715.04;2411.77;2535.17;18.75;6;7
446;2535.17;2581.39;2421.21;2563.19;19.12;7;11
447;2563.19;2656.54;2336.37;2522.85;19.31;16;8
448;2522.85;2636.30;2428.62;2588.43;18.54;8;6
449;2588.43;2609.97;2430.55;2508.08;18.36;7;13
450;2508.08;2573.61;2388.61;2573.61;17.99;14;7
451;2573.61;2705.22;2483.85;2614.15;17.27;14;10
452;2614.15;2818.51;2536.77;2641.66;17.44;24;7
453;2641.66;2717.25;2576.26;2625.27;17.79;17;9
454;2625.27;2803.02;2601.63;2634.25;18.32;21;7
455;2634.25;2743.54;2478.55;2743.54;18.32;17;9
456;2743.54;2942.14;2658.53;2756.93;18.69;11;15
457;2756.93;2926.22;2732.84;2732.84;17.94;16;17
458;2732.84;2931.12;2674.66;2707.27;18.30;19;11
459;2707.27;2876.05;2675.84;2726.11;18.12;14;4
460;2726.11;2782.43;2657.40;2657.40;18.12;17;16
461;2657.40;2720.02;2554.23;2710.65;18.84;6;17
462;2710.65;2856.99;2455.97;2647.50;18.47;5;9
463;2647.50;2770.40;2534.46;2663.73;17.91;14;18
464;2663.73;2758.87;2616.89;2616.89;17.73;12;15
465;2616.89;2673.40;2582.70;2609.49;18.27;14;15
466;2609.49;2765.59;2536.91;2633.40;18.45;19;6
